commit_hash,commit_date,author,file_path,is_fix_like,snapshot_path
b960e4ed722a04a9db0d35293f76e253eedf9126,2020-12-12T12:58:43+05:30,Ayush Bansal,django/dispatch/dispatcher.py,1,snapshots\b960e4ed722a04a9db0d35293f76e253eedf9126\django\dispatch\dispatcher.py
b960e4ed722a04a9db0d35293f76e253eedf9126,2020-12-12T12:58:43+05:30,Ayush Bansal,tests/dispatch/tests.py,1,snapshots\b960e4ed722a04a9db0d35293f76e253eedf9126\tests\dispatch\tests.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,django/apps/config.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\django\apps\config.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,django/conf/global_settings.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\django\conf\global_settings.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,django/contrib/admin/apps.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\django\contrib\admin\apps.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,django/contrib/auth/apps.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\django\contrib\auth\apps.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,django/contrib/contenttypes/apps.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\django\contrib\contenttypes\apps.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,django/contrib/flatpages/apps.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\django\contrib\flatpages\apps.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,django/contrib/gis/apps.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\django\contrib\gis\apps.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,django/contrib/redirects/apps.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\django\contrib\redirects\apps.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,django/contrib/sitemaps/apps.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\django\contrib\sitemaps\apps.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,django/contrib/sites/apps.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\django\contrib\sites\apps.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,django/db/models/base.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\django\db\models\base.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,django/db/models/options.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\django\db\models\options.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,tests/admin_scripts/tests.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\tests\admin_scripts\tests.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,tests/apps/apps.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\tests\apps\apps.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,tests/apps/tests.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\tests\apps\tests.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,tests/check_framework/apps.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\tests\check_framework\apps.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,tests/check_framework/test_model_checks.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\tests\check_framework\test_model_checks.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,tests/model_options/apps.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\tests\model_options\apps.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,tests/model_options/test_default_pk.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\tests\model_options\test_default_pk.py
b5e12d490af3debca8c55ab3c1698189fdedbbdb,2020-07-12T13:59:57+01:00,Tom Forbes,tests/test_sqlite.py,1,snapshots\b5e12d490af3debca8c55ab3c1698189fdedbbdb\tests\test_sqlite.py
b9ba85a7ce582f4821a21119a6c130dacab496c4,2020-12-13T19:02:45-05:00,Alexey Nigin,django/db/models/query.py,1,snapshots\b9ba85a7ce582f4821a21119a6c130dacab496c4\django\db\models\query.py
b9ba85a7ce582f4821a21119a6c130dacab496c4,2020-12-13T19:02:45-05:00,Alexey Nigin,tests/prefetch_related/test_prefetch_related_objects.py,1,snapshots\b9ba85a7ce582f4821a21119a6c130dacab496c4\tests\prefetch_related\test_prefetch_related_objects.py
8f384505eee8ce95667d77cfc2a07d4abe63557c,2020-12-16T19:56:18+00:00,David Smith,tests/admin_registration/tests.py,1,snapshots\8f384505eee8ce95667d77cfc2a07d4abe63557c\tests\admin_registration\tests.py
bb64b99b78a579cb2f6178011a4cf9366e634438,2020-12-14T10:42:22+00:00,Nick Pope,django/core/cache/backends/base.py,1,snapshots\bb64b99b78a579cb2f6178011a4cf9366e634438\django\core\cache\backends\base.py
bb64b99b78a579cb2f6178011a4cf9366e634438,2020-12-14T10:42:22+00:00,Nick Pope,django/core/cache/backends/memcached.py,1,snapshots\bb64b99b78a579cb2f6178011a4cf9366e634438\django\core\cache\backends\memcached.py
bb64b99b78a579cb2f6178011a4cf9366e634438,2020-12-14T10:42:22+00:00,Nick Pope,tests/cache/tests.py,1,snapshots\bb64b99b78a579cb2f6178011a4cf9366e634438\tests\cache\tests.py
8d582bf51058e3a8094a58f624c81bd95b6edfb1,2020-12-17T22:06:58+01:00,Hasan Ramezani,django/db/migrations/operations/models.py,1,snapshots\8d582bf51058e3a8094a58f624c81bd95b6edfb1\django\db\migrations\operations\models.py
8d582bf51058e3a8094a58f624c81bd95b6edfb1,2020-12-17T22:06:58+01:00,Hasan Ramezani,tests/migrations/test_optimizer.py,1,snapshots\8d582bf51058e3a8094a58f624c81bd95b6edfb1\tests\migrations\test_optimizer.py
9ef0394b5413b702d2bfc7f151d565982fe29837,2020-12-18T08:23:22+00:00,Nick Pope,tests/admin_views/test_history_view.py,1,snapshots\9ef0394b5413b702d2bfc7f151d565982fe29837\tests\admin_views\test_history_view.py
577f2338f16bea055abc49c5a43fa3ecb05dffc8,2020-12-19T20:53:30+01:00,Hasan Ramezani,django/utils/functional.py,1,snapshots\577f2338f16bea055abc49c5a43fa3ecb05dffc8\django\utils\functional.py
577f2338f16bea055abc49c5a43fa3ecb05dffc8,2020-12-19T20:53:30+01:00,Hasan Ramezani,tests/template_tests/filter_tests/test_add.py,1,snapshots\577f2338f16bea055abc49c5a43fa3ecb05dffc8\tests\template_tests\filter_tests\test_add.py
577f2338f16bea055abc49c5a43fa3ecb05dffc8,2020-12-19T20:53:30+01:00,Hasan Ramezani,tests/utils_tests/test_functional.py,1,snapshots\577f2338f16bea055abc49c5a43fa3ecb05dffc8\tests\utils_tests\test_functional.py
57d05f94c36fd88378e94470e13d1e1dc935748a,2020-12-21T10:11:55+01:00,starryrbs,tests/utils_tests/test_dateparse.py,0,snapshots\57d05f94c36fd88378e94470e13d1e1dc935748a\tests\utils_tests\test_dateparse.py
2a76f4313423a3b91caade4fce71790630ef9152,2020-12-19T17:53:35+08:00,starryrbs,django/utils/dateparse.py,1,snapshots\2a76f4313423a3b91caade4fce71790630ef9152\django\utils\dateparse.py
2a76f4313423a3b91caade4fce71790630ef9152,2020-12-19T17:53:35+08:00,starryrbs,tests/utils_tests/test_dateparse.py,1,snapshots\2a76f4313423a3b91caade4fce71790630ef9152\tests\utils_tests\test_dateparse.py
110001d0bbbabe2a5b57b14a59bd0e4b71bf2712,2020-12-22T08:36:56+01:00,Hasan Ramezani,django/db/migrations/state.py,1,snapshots\110001d0bbbabe2a5b57b14a59bd0e4b71bf2712\django\db\migrations\state.py
8b2a30f6f16cb1f3538847954030d69da005bc7f,2020-12-21T14:21:25+01:00,Hasan Ramezani,django/apps/config.py,1,snapshots\8b2a30f6f16cb1f3538847954030d69da005bc7f\django\apps\config.py
8b2a30f6f16cb1f3538847954030d69da005bc7f,2020-12-21T14:21:25+01:00,Hasan Ramezani,tests/apps/tests.py,1,snapshots\8b2a30f6f16cb1f3538847954030d69da005bc7f\tests\apps\tests.py
ada83fd8b89ab194194c9069eef4d6ee6cbec0ee,2020-12-23T07:48:45+01:00,Mariusz Felisiak,tests/migrations/test_commands.py,1,snapshots\ada83fd8b89ab194194c9069eef4d6ee6cbec0ee\tests\migrations\test_commands.py
d23cb83c99bc77c23e2fb5bff378d2f2092d7b29,2020-12-23T11:08:42+01:00,Hannes Ljungberg,django/contrib/gis/db/backends/postgis/schema.py,1,snapshots\d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\contrib\gis\db\backends\postgis\schema.py
d23cb83c99bc77c23e2fb5bff378d2f2092d7b29,2020-12-23T11:08:42+01:00,Hannes Ljungberg,django/db/backends/base/schema.py,1,snapshots\d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\db\backends\base\schema.py
d23cb83c99bc77c23e2fb5bff378d2f2092d7b29,2020-12-23T11:08:42+01:00,Hannes Ljungberg,django/db/backends/mysql/schema.py,1,snapshots\d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\db\backends\mysql\schema.py
d23cb83c99bc77c23e2fb5bff378d2f2092d7b29,2020-12-23T11:08:42+01:00,Hannes Ljungberg,django/db/backends/postgresql/schema.py,1,snapshots\d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\db\backends\postgresql\schema.py
d23cb83c99bc77c23e2fb5bff378d2f2092d7b29,2020-12-23T11:08:42+01:00,Hannes Ljungberg,django/db/models/indexes.py,1,snapshots\d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\db\models\indexes.py
89fc144dedc737a79929231438f035b1d4a993c9,2020-12-27T10:23:16-05:00,Jacob Walls,django/template/backends/django.py,1,snapshots\89fc144dedc737a79929231438f035b1d4a993c9\django\template\backends\django.py
89fc144dedc737a79929231438f035b1d4a993c9,2020-12-27T10:23:16-05:00,Jacob Walls,tests/template_backends/test_django.py,1,snapshots\89fc144dedc737a79929231438f035b1d4a993c9\tests\template_backends\test_django.py
270072c4c231acd72a03534357a4aa59010e76ff,2020-12-28T11:15:48+05:30,Chinmoy Chakraborty,django/db/backends/sqlite3/base.py,1,snapshots\270072c4c231acd72a03534357a4aa59010e76ff\django\db\backends\sqlite3\base.py
270072c4c231acd72a03534357a4aa59010e76ff,2020-12-28T11:15:48+05:30,Chinmoy Chakraborty,tests/backends/models.py,1,snapshots\270072c4c231acd72a03534357a4aa59010e76ff\tests\backends\models.py
270072c4c231acd72a03534357a4aa59010e76ff,2020-12-28T11:15:48+05:30,Chinmoy Chakraborty,tests/backends/tests.py,1,snapshots\270072c4c231acd72a03534357a4aa59010e76ff\tests\backends\tests.py
b11ec9a69ef626bd7aa22879145e9d74ea38a814,2020-05-18T22:11:46+02:00,François Freitag,django/contrib/sessions/management/commands/clearsessions.py,1,snapshots\b11ec9a69ef626bd7aa22879145e9d74ea38a814\django\contrib\sessions\management\commands\clearsessions.py
b11ec9a69ef626bd7aa22879145e9d74ea38a814,2020-05-18T22:11:46+02:00,François Freitag,tests/sessions_tests/no_clear_expired.py,1,snapshots\b11ec9a69ef626bd7aa22879145e9d74ea38a814\tests\sessions_tests\no_clear_expired.py
b11ec9a69ef626bd7aa22879145e9d74ea38a814,2020-05-18T22:11:46+02:00,François Freitag,tests/sessions_tests/tests.py,1,snapshots\b11ec9a69ef626bd7aa22879145e9d74ea38a814\tests\sessions_tests\tests.py
1b7086b2ea4c06d9c4b9233c166a16fe4390c877,2020-12-27T17:41:33+01:00,Florian Apolloner,django/contrib/auth/hashers.py,1,snapshots\1b7086b2ea4c06d9c4b9233c166a16fe4390c877\django\contrib\auth\hashers.py
c76d51b3ad34bc2ed2155054bfb283ef53beb26a,2020-12-27T17:25:22+01:00,Florian Apolloner,django/contrib/auth/hashers.py,1,snapshots\c76d51b3ad34bc2ed2155054bfb283ef53beb26a\django\contrib\auth\hashers.py
c76d51b3ad34bc2ed2155054bfb283ef53beb26a,2020-12-27T17:25:22+01:00,Florian Apolloner,tests/auth_tests/test_hashers.py,1,snapshots\c76d51b3ad34bc2ed2155054bfb283ef53beb26a\tests\auth_tests\test_hashers.py
ce30e750e6259068ac348aa71f855a5f70d2d49f,2020-12-29T08:56:39+01:00,Mariusz Felisiak,django/contrib/contenttypes/admin.py,0,snapshots\ce30e750e6259068ac348aa71f855a5f70d2d49f\django\contrib\contenttypes\admin.py
ce30e750e6259068ac348aa71f855a5f70d2d49f,2020-12-29T08:56:39+01:00,Mariusz Felisiak,django/contrib/contenttypes/fields.py,0,snapshots\ce30e750e6259068ac348aa71f855a5f70d2d49f\django\contrib\contenttypes\fields.py
ce30e750e6259068ac348aa71f855a5f70d2d49f,2020-12-29T08:56:39+01:00,Mariusz Felisiak,django/core/management/commands/loaddata.py,0,snapshots\ce30e750e6259068ac348aa71f855a5f70d2d49f\django\core\management\commands\loaddata.py
ce30e750e6259068ac348aa71f855a5f70d2d49f,2020-12-29T08:56:39+01:00,Mariusz Felisiak,django/db/models/fields/__init__.py,0,snapshots\ce30e750e6259068ac348aa71f855a5f70d2d49f\django\db\models\fields\__init__.py
ce30e750e6259068ac348aa71f855a5f70d2d49f,2020-12-29T08:56:39+01:00,Mariusz Felisiak,django/db/models/fields/related.py,0,snapshots\ce30e750e6259068ac348aa71f855a5f70d2d49f\django\db\models\fields\related.py
ce30e750e6259068ac348aa71f855a5f70d2d49f,2020-12-29T08:56:39+01:00,Mariusz Felisiak,django/db/models/manager.py,0,snapshots\ce30e750e6259068ac348aa71f855a5f70d2d49f\django\db\models\manager.py
45519937e52c194776a26ec11a32f32958df7f10,2020-12-28T12:48:07+01:00,Mariusz Felisiak,django/db/models/fields/related.py,0,snapshots\45519937e52c194776a26ec11a32f32958df7f10\django\db\models\fields\related.py
45519937e52c194776a26ec11a32f32958df7f10,2020-12-28T12:48:07+01:00,Mariusz Felisiak,tests/invalid_models_tests/test_relative_fields.py,0,snapshots\45519937e52c194776a26ec11a32f32958df7f10\tests\invalid_models_tests\test_relative_fields.py
45519937e52c194776a26ec11a32f32958df7f10,2020-12-28T12:48:07+01:00,Mariusz Felisiak,tests/model_inheritance/test_abstract_inheritance.py,0,snapshots\45519937e52c194776a26ec11a32f32958df7f10\tests\model_inheritance\test_abstract_inheritance.py
98ad327864aed8df245fd19ea9d2743279e11643,2020-12-29T09:04:35+01:00,Mariusz Felisiak,django/core/handlers/base.py,1,snapshots\98ad327864aed8df245fd19ea9d2743279e11643\django\core\handlers\base.py
98ad327864aed8df245fd19ea9d2743279e11643,2020-12-29T09:04:35+01:00,Mariusz Felisiak,tests/middleware_exceptions/tests.py,1,snapshots\98ad327864aed8df245fd19ea9d2743279e11643\tests\middleware_exceptions\tests.py
e64c1d8055a3e476122633da141f16b50f0c4a2d,2020-12-28T16:05:18-06:00,William Schwartz,django/db/migrations/loader.py,1,snapshots\e64c1d8055a3e476122633da141f16b50f0c4a2d\django\db\migrations\loader.py
e64c1d8055a3e476122633da141f16b50f0c4a2d,2020-12-28T16:05:18-06:00,William Schwartz,tests/migrations/test_loader.py,1,snapshots\e64c1d8055a3e476122633da141f16b50f0c4a2d\tests\migrations\test_loader.py
74fd233b1433da8c68de636172ee1c9c6d1c08c9,2020-12-30T09:01:56+01:00,Mariusz Felisiak,django/db/backends/sqlite3/base.py,1,snapshots\74fd233b1433da8c68de636172ee1c9c6d1c08c9\django\db\backends\sqlite3\base.py
74fd233b1433da8c68de636172ee1c9c6d1c08c9,2020-12-30T09:01:56+01:00,Mariusz Felisiak,tests/backends/sqlite/tests.py,1,snapshots\74fd233b1433da8c68de636172ee1c9c6d1c08c9\tests\backends\sqlite\tests.py
