commit_hash,commit_date,author,file_path,is_fix_like,snapshot_path
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/ensemble/tests/test_gradient_boosting.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\ensemble\tests\test_gradient_boosting.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/exceptions.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\exceptions.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/inspection/_partial_dependence.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\inspection\_partial_dependence.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/inspection/_plot/partial_dependence.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\inspection\_plot\partial_dependence.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/inspection/tests/test_partial_dependence.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\inspection\tests\test_partial_dependence.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/kernel_ridge.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\kernel_ridge.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/linear_model/_stochastic_gradient.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\linear_model\_stochastic_gradient.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/linear_model/tests/test_passive_aggressive.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\linear_model\tests\test_passive_aggressive.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/linear_model/tests/test_sgd.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\linear_model\tests\test_sgd.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/manifold/_mds.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\manifold\_mds.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/manifold/_spectral_embedding.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\manifold\_spectral_embedding.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/manifold/_t_sne.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\manifold\_t_sne.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/manifold/tests/test_mds.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\manifold\tests\test_mds.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/manifold/tests/test_spectral_embedding.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\manifold\tests\test_spectral_embedding.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/manifold/tests/test_t_sne.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\manifold\tests\test_t_sne.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/metrics/pairwise.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\metrics\pairwise.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/metrics/tests/test_pairwise.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\metrics\tests\test_pairwise.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/model_selection/_search.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\model_selection\_search.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/model_selection/tests/test_search.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\model_selection\tests\test_search.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/model_selection/tests/test_validation.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\model_selection\tests\test_validation.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/multiclass.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\multiclass.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/naive_bayes.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\naive_bayes.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/neighbors/_base.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\neighbors\_base.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/neighbors/_regression.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\neighbors\_regression.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/neighbors/tests/test_neighbors.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\neighbors\tests\test_neighbors.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/pipeline.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\pipeline.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/preprocessing/_data.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\preprocessing\_data.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/preprocessing/tests/test_data.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\preprocessing\tests\test_data.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/svm/_base.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\svm\_base.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/svm/_classes.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\svm\_classes.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/svm/tests/test_svm.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\svm\tests\test_svm.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/tests/test_base.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\tests\test_base.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/tests/test_calibration.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\tests\test_calibration.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/tests/test_docstring_parameters.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\tests\test_docstring_parameters.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/tests/test_kernel_ridge.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\tests\test_kernel_ridge.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/tests/test_multiclass.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\tests\test_multiclass.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/tests/test_naive_bayes.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\tests\test_naive_bayes.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/tree/_classes.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\tree\_classes.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/tree/_export.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\tree\_export.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/tree/tests/test_export.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\tree\tests\test_export.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/tree/tests/test_tree.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\tree\tests\test_tree.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/utils/estimator_checks.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\utils\estimator_checks.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/utils/fixes.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\utils\fixes.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/utils/metaestimators.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\utils\metaestimators.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/utils/tests/test_fixes.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\utils\tests\test_fixes.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/utils/tests/test_validation.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\utils\tests\test_validation.py
2218ec46227c92301ac6837c4a8ae9b8dc5d3960,2020-12-18T17:09:19+01:00,Guillaume Lemaitre,sklearn/utils/validation.py,0,snapshots\2218ec46227c92301ac6837c4a8ae9b8dc5d3960\sklearn\utils\validation.py
dc1ea2751e8f4e18f61c7e6d767cf42c6e636256,2020-12-20T18:35:58+01:00,Jérémie du Boisberranger,sklearn/cluster/_kmeans.py,0,snapshots\dc1ea2751e8f4e18f61c7e6d767cf42c6e636256\sklearn\cluster\_kmeans.py
dc1ea2751e8f4e18f61c7e6d767cf42c6e636256,2020-12-20T18:35:58+01:00,Jérémie du Boisberranger,sklearn/metrics/pairwise.py,0,snapshots\dc1ea2751e8f4e18f61c7e6d767cf42c6e636256\sklearn\metrics\pairwise.py
dc1ea2751e8f4e18f61c7e6d767cf42c6e636256,2020-12-20T18:35:58+01:00,Jérémie du Boisberranger,sklearn/metrics/tests/test_pairwise.py,0,snapshots\dc1ea2751e8f4e18f61c7e6d767cf42c6e636256\sklearn\metrics\tests\test_pairwise.py
6af03a525c929312f26986f68d3866c217a6838b,2020-12-20T17:55:43+00:00,Nicolas Hug,sklearn/cross_decomposition/_pls.py,0,snapshots\6af03a525c929312f26986f68d3866c217a6838b\sklearn\cross_decomposition\_pls.py
6657a82011b185d1e98544df06ac28a3e8148901,2020-12-21T18:39:45+05:30,Rohan Paul,sklearn/covariance/_empirical_covariance.py,0,snapshots\6657a82011b185d1e98544df06ac28a3e8148901\sklearn\covariance\_empirical_covariance.py
6657a82011b185d1e98544df06ac28a3e8148901,2020-12-21T18:39:45+05:30,Rohan Paul,sklearn/covariance/_graph_lasso.py,0,snapshots\6657a82011b185d1e98544df06ac28a3e8148901\sklearn\covariance\_graph_lasso.py
6657a82011b185d1e98544df06ac28a3e8148901,2020-12-21T18:39:45+05:30,Rohan Paul,sklearn/covariance/_robust_covariance.py,0,snapshots\6657a82011b185d1e98544df06ac28a3e8148901\sklearn\covariance\_robust_covariance.py
6657a82011b185d1e98544df06ac28a3e8148901,2020-12-21T18:39:45+05:30,Rohan Paul,sklearn/covariance/_shrunk_covariance.py,0,snapshots\6657a82011b185d1e98544df06ac28a3e8148901\sklearn\covariance\_shrunk_covariance.py
dc56167b90621cdea53630ba2d2731fc36a0f062,2020-12-21T19:24:20+01:00,Olivier Grisel,sklearn/tests/test_common.py,0,snapshots\dc56167b90621cdea53630ba2d2731fc36a0f062\sklearn\tests\test_common.py
a92ec1b7582b14fc20e57ffe0c9aa2a00f637766,2020-12-22T08:58:27+11:00,Tim Gates,sklearn/utils/fixes.py,1,snapshots\a92ec1b7582b14fc20e57ffe0c9aa2a00f637766\sklearn\utils\fixes.py
b026c4d7c98935c097fa191f4a7ca799160c91d7,2020-12-22T15:24:50+01:00,Olivier Grisel,examples/release_highlights/plot_release_highlights_0_24_0.py,0,snapshots\b026c4d7c98935c097fa191f4a7ca799160c91d7\examples\release_highlights\plot_release_highlights_0_24_0.py
ae3c48cf8979351ee5bb0f383d822ab61d295839,2020-12-22T16:02:21+01:00,Guillaume Lemaitre,build_tools/github/check_wheels.py,0,snapshots\ae3c48cf8979351ee5bb0f383d822ab61d295839\build_tools\github\check_wheels.py
aacb1de05e2c43c5a76ca05365f48060ebfda239,2020-12-22T11:48:46-05:00,Thomas J. Fan,build_tools/github/check_wheels.py,0,snapshots\aacb1de05e2c43c5a76ca05365f48060ebfda239\build_tools\github\check_wheels.py
6b4f82433dc2f219dbff7fe8fa42c10b72379be6,2020-12-22T17:31:29-05:00,Thomas J. Fan,sklearn/linear_model/_coordinate_descent.py,1,snapshots\6b4f82433dc2f219dbff7fe8fa42c10b72379be6\sklearn\linear_model\_coordinate_descent.py
6b4f82433dc2f219dbff7fe8fa42c10b72379be6,2020-12-22T17:31:29-05:00,Thomas J. Fan,sklearn/linear_model/tests/test_coordinate_descent.py,1,snapshots\6b4f82433dc2f219dbff7fe8fa42c10b72379be6\sklearn\linear_model\tests\test_coordinate_descent.py
b7a48a0d7d70ac5c789755e8aeeb8ec4d57dbb30,2021-01-02T15:19:32+01:00,Chiara Marmo,sklearn/metrics/tests/test_pairwise.py,1,snapshots\b7a48a0d7d70ac5c789755e8aeeb8ec4d57dbb30\sklearn\metrics\tests\test_pairwise.py
8f72c2a3341c29f3327b0f7e96d9841bb05e8bed,2021-01-02T16:31:19-05:00,Thomas J. Fan,sklearn/gaussian_process/_gpc.py,0,snapshots\8f72c2a3341c29f3327b0f7e96d9841bb05e8bed\sklearn\gaussian_process\_gpc.py
8f72c2a3341c29f3327b0f7e96d9841bb05e8bed,2021-01-02T16:31:19-05:00,Thomas J. Fan,sklearn/gaussian_process/_gpr.py,0,snapshots\8f72c2a3341c29f3327b0f7e96d9841bb05e8bed\sklearn\gaussian_process\_gpr.py
8f72c2a3341c29f3327b0f7e96d9841bb05e8bed,2021-01-02T16:31:19-05:00,Thomas J. Fan,sklearn/tests/test_common.py,0,snapshots\8f72c2a3341c29f3327b0f7e96d9841bb05e8bed\sklearn\tests\test_common.py
5946f8bfed039540c7527a06f2e6e9f1fb2335c3,2021-01-02T16:42:08-05:00,Thomas J. Fan,sklearn/linear_model/_base.py,0,snapshots\5946f8bfed039540c7527a06f2e6e9f1fb2335c3\sklearn\linear_model\_base.py
5946f8bfed039540c7527a06f2e6e9f1fb2335c3,2021-01-02T16:42:08-05:00,Thomas J. Fan,sklearn/linear_model/_glm/glm.py,0,snapshots\5946f8bfed039540c7527a06f2e6e9f1fb2335c3\sklearn\linear_model\_glm\glm.py
5946f8bfed039540c7527a06f2e6e9f1fb2335c3,2021-01-02T16:42:08-05:00,Thomas J. Fan,sklearn/linear_model/_stochastic_gradient.py,0,snapshots\5946f8bfed039540c7527a06f2e6e9f1fb2335c3\sklearn\linear_model\_stochastic_gradient.py
5946f8bfed039540c7527a06f2e6e9f1fb2335c3,2021-01-02T16:42:08-05:00,Thomas J. Fan,sklearn/svm/_base.py,0,snapshots\5946f8bfed039540c7527a06f2e6e9f1fb2335c3\sklearn\svm\_base.py
5946f8bfed039540c7527a06f2e6e9f1fb2335c3,2021-01-02T16:42:08-05:00,Thomas J. Fan,sklearn/tests/test_common.py,0,snapshots\5946f8bfed039540c7527a06f2e6e9f1fb2335c3\sklearn\tests\test_common.py
280087899302c89ad906c0b50c7a3c1a1e648231,2021-01-04T02:04:55-08:00,yzhenman,examples/classification/plot_digits_classification.py,1,snapshots\280087899302c89ad906c0b50c7a3c1a1e648231\examples\classification\plot_digits_classification.py
e325bf760f55fb1095a66f1223af2cd396685b2f,2021-01-04T16:06:20+01:00,Guillaume Lemaitre,sklearn/metrics/tests/test_common.py,0,snapshots\e325bf760f55fb1095a66f1223af2cd396685b2f\sklearn\metrics\tests\test_common.py
ef4e95feebeda0929881cb9c0b3f00ef79bdbb93,2021-01-05T04:27:02-05:00,Thomas J. Fan,sklearn/neighbors/tests/test_dist_metrics.py,0,snapshots\ef4e95feebeda0929881cb9c0b3f00ef79bdbb93\sklearn\neighbors\tests\test_dist_metrics.py
